S.No.,completed_by,ref# (DELETE LATER),tornado_name,tornado_year,town,overall_photos_link,tornado_EF,tornado_start_lat,tornado_end_lat,tornado_start_long,tornado_end_long,latitude,longitude,complete_address,building_name_listing,building_name_current,archetype,located_in_historic_district,occupany_u,number_stories,year_built_u,building_area_m2,building_urban_setting,building_position_on_street,buidling_height_m,first_floor_elevation_m,front_elevation_orientation,wall_length_side,wall_length_front,wall_thickness,roof_shape_u,roof_slope_u,construction_type_u,construction_type_u_unc,mwfrs_u_wall,mwfrs_u_wall_unc,mwfrs_u_roof,mwfrs_u_roof_unc,mwfrs_u_moment_frame,mwfrs_u_unc,mwfrs_u_unc,masonry_leaves,masonry_leaves_unc,structural_wall_system_u,foundation_type_u,foundation_type_u_unc,wall_anchorage_type_u,wall_anchorage_type_u_unc,wall_substrate_u,wall_substrate_u_unc,wall_cladding_u,wall_cladding_u_unc,soffit_type_u,soffit_present_u,wall_fenesteration_per_front,wall_fenesteration_per_back,wall_fenesteration_per_right,wall_fenesteration_per_left,wall_fenestration_per_n,wall_fenestration_per_s,wall_fenestration_per_e,wall_fenestration_per_w,wall_fenesteration_protection_front,wall_fenesteration_protection_front_unc,wall_fenesteration_protection_back,wall_fenesteration_protection_back_unc,wall_fenesteration_protection_right,wall_fenesteration_protection_left,fenestration_protection_type_front,fenestration_protection_type_back,fenestration_protection_type_right,fenestration_protection_type_left,large_door_present_front,large_door_present_back,large_door_present_right,large_door_present_left,door_present_n,door_present_s,door_present_e,door_present_w,roof_system_u,roof_system_u_unc,r2wall_attachment_u,roof_substrate_type_u,roof_substrate_type_u_unc,roof_cover_u,repla,overhang_length_u,parapet_height_m,retrofit_year_u,retrofit_present_u,retrofit_type_u,retrofit_type_unc_u,hazards_present_u,status_u,wind_damage_rating_u,damage_indicator_u,degree_of_damage_u,wind_damage_details_u,roof_structure_damage_u,roof_structure_damage_u_per,roof_susbtrate_damage_u,roof_substrate_damage_per,foundation_failure_u,foundatio_failure_per_u,wall_structure_damage_per_front,wall_structure_damage_per_back,wall_structure_damage_per_left,wall_structure_damage_per_right,wall_structure_damage_u,wall_structure_damage_n,wall_structure_damage_s,wall_structure_damage_e,wall_structure_damage_w,wall_substrate_damage_per_front,wall_substrate_damage_per_back,wall_substrate_damage_per_right,wall_substrate_damage_per_left,wall_substrate_damage_n,wall_substrate_damage_s,wall_substrate_damage_e,wall_substrate_damage_w,wall_substrate_damage_u,wall_cladding_damage_per_front,wall_cladding_damage_per_back,wall_cladding_damage_per_right,wall_cladding_damage_per_left,wall_cladding_damage_n,wall_cladding_damage_s,wall_cladding_damage_e,wall_cladding_damage_w,damaged_fenesteration_per_front,damaged_fenesteration_per_back,damaged_fenesteration_per_right,damaged_fenesteration_per_left,wall_fenestration_damage_per_n,wall_fenestration_damage_per_s,wall_fenestration_damage_per_e,wall_fenestration_damage_per_w,soffit_damage_per_u,fascia_damage_per_u,piles_damage_u,foundation_damage_cause_u,foundation_damage_u,foundation_damage_u_per,risk_category_16,building_low_rise,overall_photos_front,overall_photos_back,overall_photos_left,overall_photos_right,detailed_photos_front,detailed_photos_back,detailed_photos_left,detailed_photos_right,elevations_assessed_front_o,elevations_assessed_back_o,elevations_assessed_left_o,elevations_assessed_right_o,address_suite,address_locality,address_postal_code,address_country,occupancy_o,year_built_o,understory_pct_of_building_footprint,roof_shape_o,roof_slope_o,construction_type_o,mwfrs_o,structural_wall_system_o,foundation_type_o,wall_anchorage_type_o,wall_substrate_o,wall_cladding_o,soffit_type_o,wall_fenesteration_protection_right_unc,wall_fenesteration_protection_left_unc,fenestration_protection_type_unc,fenesteration_ratio_o,large_door_opening_type_,opening_type,roof_system_o,r2wall_attachment_o,r2wall_attachment_type_unc,roof_substrate_type_o,roof_cover_o,overhang_length_o,secondary_water_barrier_o,secondary_water_barrier_u,retrofit_type_1_o,retrofit_type_1_u,retrofit_type_2_o,reotrofit_2_u,retrofit_year_o,hazards_present_o,status_o,wind_damage_rating_o,overall_damage_notes_o,surge_damage_rating_o,surge_damage_rating_u,rainwater_ingress_damage_rating_o,rainwater_ingress_damage_rating_u,damage_indicator_o,degree_of_damage_o,wind_damage_details_o,roof_structure_damage_o,roof_susbtrate_damage_o,foundation_failure_o,wall_structure_damage_o,wall_substrate_damage_o,wall_cladding_damage_o,wall_cladding_damage_level_u, stories_with_damage_o, stories_with_damage_u,soffit_damage_per_o,fascia_damage_per_o,per_building_footprint_eroded_o,per_building_footprint_eroded_u,damage_understory_per_o,piles_damage_o,foundation_damage_cause_o,oop_failure_n,oop_failure_s,oop_failure_e,oop_failure_w,ip_failure_n,ip_failure_s,ip_failure_e,ip_failure_w,building_open,building_enclosed,building_regular_shape,exposure_category,building_rigid,national_register_listing_year,existed_during_tornado,buidling_use_before_tornado,buidling_use_after_tornado,buidling_use_plan_after_tornado,demolishing_year,single_unit,multiple_unit,world_heritage_property,hague_convention,sub_national_heritage _list,iucn_protected_area,property_of_local_significance,const_material_h_stone,const_material_h_brick,const_material_h_wood,const_material_h_mud,const_material_h_rf_masonry,const_material_h_rglr_stone,const_material_h_rf_conc,const_material_h_ir_stone,const_material_h_othr,const_material_v_stone,const_material_v_brick,const_material_v_wood,const_material_v_mud,const_material_v_rf_masonry,const_material_v_rglr_stone,const_material_v_rf_conc,const_material_v_ir_stone,const_material_v_othr,prop_agricultural ,prop_cave,prop_culture _entertainment_facility,prop_forest,prop_industrial_facility,prop_lake,prop_military,prop_nature,prop_religious,prop_rock formation,prop_sports_facility,prop_unilities_facility,prop_archaeological,prop_commemorative structure or landmark,prop_ecosystem,prop_habitat,prop_infrastructure,prop_law / government facility,prop_mine,prop_park / garden,prop_residential facility,prop_scenic area,prop_transportation facility,prop_volcano,prop_battlefield,prop_commercial / exchange facility,prop_educational facility,prop_health / welfare facility,prop_island(s),prop_marine zone,prop_mountain,parking / storage facility,river catchment system,sea,underground facility,zoological park,prop_val_evidential,prop_val_historical,prop_val_aesthetic,prop_val_communal,owner_individual,owner_business,owner_government,owner_ngo,owner_religious ,owner_unknown,buidling_existed_5_yrs_before_tornado,buidling_existed_3_yrs_before_tornado,buidling_existed_1_yrs_before_tornado,building_existed_during_tornado,building_in_use_during_tornado,building_use_during_tornado,damage_status,building_demolished_1_yrs_after_tornado,building_demolished_3_yrs_after_tornado,building_demolished_5_yrs_after_tornado,notes
,gianna,,"December 10, 2021 Tornado Outbreak",2021,Mayfield,118 W Broadway St Mayfield Graves County KY 42066 US,4,36.4832,37.6077,-89.135,-86.5064,36.74152317,-88.63696877,118 W Broadway St Mayfield Graves County KY 42066 US,,,19,yes,business,2,1900,265,row_end,right_on_street,7,3.5,w,7.53,37.04,0.2,flat,0,masonry_un,3,wall_diaphragm_wood,3,roof_diaphragm_wood,3,no,3,,single_leaf,3,masonry_block_unreinforced,un,1,un,1,un,1,brick_veneer,3,un,yes,20,20,30,30,30,30,20,20,no,,no,,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,3,un,dimensional_lumber,3,un,1,0.6,0.2,,no,,,wind,destroyed,4,8,5,,5,100,5,100,3,50,100,100,100,100,5,100,100,100,100,100,20,80,80,100,20,80,80,5,25,100,80,80,25,100,80,80,100,100,100,100,100,100,100,100,100,0,not_applicable,not_applicable,0,0,2,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_applicable,yes,business,business,business,2022,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,some,some,some,some,0,1,0,0,0,0,yes,yes,yes,yes,yes,business,severe,yes,yes,yes,2 story masonry business building in line with other businesses
,gianna,,"December 10, 2021 Tornado Outbreak",2021,Mayfield,214 S Eighth St Mayfield Graves County KY 42066 US,4,36.4832,37.6077,-89.135,-86.5064,36.73989597,-88.63660567,214 S Eighth St Mayfield Graves County KY 42066 US,,,14,yes,assembly,3,1900,600,isolated,recessed,7,2.33,s,12.91,28.44,0.21,gable,30,steel_light_frame,3,wall_diaphragm_wood,3,roof_diaphragm_wood,3,no,3,,double_leaf,3,steel_cold_formed,un,1,un,1,wooden_sheathing_cont,3,brick_veneer,3,not_applicable,yes,20,20,40,40,20,20,40,40,no,,no,,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,steel_deck,3,un,plywood,3,asphalt,3,2,0,,yes,reinforced_masonry,3,wind,destroyed,4,17,5,,5,90,4,90,2,25,30,30,30,80,4,30,30,30,80,90,95,80,80,80,80,95,90,4,90,95,80,80,80,80,95,90,90,95,80,80,100,100,100,100,60,50,not_applicable,erosion,0,0,2,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_applicable,yes,government,government,government,2023,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,considerable,some,exceptional,exceptional,0,0,1,0,0,0,yes,yes,yes,yes,yes,government,severe,yes,yes,yes,2 story governmental masonry building 
,gianna,,"December 10, 2021 Tornado Outbreak",2021,Mayfield,101 W Broadway St Mayfield Graves County KY 42066 US,3,36.4832,37.6077,-89.135,-86.5064,36.74202466,-88.63511469,101 W Broadway St Mayfield Graves County KY 42066 US,,,6,yes,business,2,1900,640,isolated,recessed,6.5,3.25,s,22,38,0.35,complex,30,wooden_light_frame,3,wall_diaphragm_wood,3,roof_diaphragm_wood,3,no,3,,single_leaf,3,wood_frame,concrete_piers,3,un,1,sheathing_insulate,3,brick_veneer,3,un,yes,35,35,35,35,35,35,35,35,yes,,yes,,yes,yes,plywood,plywood,plywood,plywood,no,no,no,no,no,no,no,no,wooden_trusses,3,un,plywood,3,asphalt,3,0.6,0,,no,,,wind,moderate,4,18,4,,5,100,5,100,1,5,15,0,50,0,1,0,15,50,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,10,0,0,0,20,20,0,0,80,40,not_applicable,erosion,0,0,2,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_applicable,yes,business,business,business,not_applicable,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,some,some,some,some,0,1,0,0,0,0,yes,yes,yes,yes,yes,business,moderate,no,no,no,5 story masonry building connected to other businesses
,shayla,95001526,"December 10, 2021 Tornado Outbreak",2021,Bowling Green,1101 State St Bowling Green KY 42101 US,subEF,36.9159,37.1157,-86.6185,-86.1509,36.991256,-86.4435,1101 State St Bowling Green KY 42101 US,State Street United Methodist Church,,13,yes,religious,3,1896,1295,isolated,recessed,10.6,5,s,55.5,26,un,complex,45,masonry_un,3,wall_diaphragm_masonry,3,roof_diaphragm_wood,3,no,3,,single_leaf,,masonry_block_unreinforced,stone,3,un,1,un,1,stone_ot,3,not_applicable,no,30,35,15,30,35,30,15,30,no,,no,,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,un,1,un,un,1,asphalt,3,0,1,un,yes,building_addition,3,wind,undamaged,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,0,0,0,3,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1979,yes,religious,religious,religious,not_applicable,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,considerable,some,considerable,exceptional,0,0,0,0,1,0,yes,yes,yes,yes,yes,religious,undamaged,no,no,no,"2 types of roof cover, complex flat and other roof type"
,shayla,95001526,"December 10, 2021 Tornado Outbreak",2021,Bowling Green,1123 State St Bowling Green KY 42101 US,subEF,36.9159,37.1157,-86.6185,-86.1509,36.990736,-86.444253,1123 State St Bowling Green KY 42101 US,O.C. Carson House,The Tyler Adams House,19,yes,residential,2,1844,293,isolated,recessed,7.4,2.7,s,20,14.3,un,gable,30,masonry_un,3,wall_diaphragm_masonry,3,roof_diaphragm_wood,3,no,3,,single_leaf,,solid_brick_wythe,stone,3,un,1,un,1,brick,3,vinyl,yes,33,50,20,40,50,33,20,40,no,,no,,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,2,un,dimensional_lumber,2,asphalt,3,0.33,0,un,yes,building_addition,3,wind,undamaged,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,0,0,0,2,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1979,yes,residential,residential,residential,not_applicable,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,some,limited,considerable,some,0,1,0,0,0,0,yes,yes,yes,yes,yes,residential,undamaged,no,no,no,2 story residential (hotel) brick; I think the back part is an addition to the main front building
,shayla,95001526,"December 10, 2021 Tornado Outbreak",2021,Bowling Green,1149 State St Bowling Green KY 42101 US,subEF,36.9159,37.1157,-86.6185,-86.1509,36.990308,-86.444833,1149 State St Bowling Green KY 42101 US,Porter House,,19,yes,residential,2,1889,195,isolated,recessed,8,2.7,s,19,12.5,un,mansard,45,masonry_un,3,wall_diaphragm_masonry,3,roof_diaphragm_wood,3,no,3,,single_leaf,,solid_brick_wythe,un,1,un,1,un,1,brick,3,wood,yes,30,,10,10,,30,10,10,no,,no,,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,2,un,dimensional_lumber,2,un,1,0.2,0,,no,,,wind,undamaged,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,0,0,0,2,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1979,yes,residential,residential,residential,not_applicable,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no value,limited,considerable,no value,1,0,0,0,0,0,yes,yes,yes,yes,yes,residential,undamaged,no,no,no,
,shayla,95001526,"December 10, 2021 Tornado Outbreak",2021,Bowling Green,1153 State St Bowling Green KY 42101 US,subEF,36.9159,37.1157,-86.6185,-86.1509,36.990233,-86.444969,1153 State St Bowling Green KY 42101 US,T.C. Mitchell House,,19,yes,residential,2,1890,192,isolated,recessed,8,2.7,s,20,10.5,un,gable-hip_combo,30,masonry_un,3,wall_diaphragm_masonry,3,roof_diaphragm_wood,3,no,3,,single_leaf,,solid_brick_wythe,stone,2,un,1,un,1,brick,3,wood,yes,40,15,10,10,15,40,10,10,no,,no,,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,2,un,dimensional_lumber,2,asphalt,3,0.2,0,,no,,,wind,undamaged,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,0,0,0,2,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1979,yes,residential,residential,residential,not_applicable,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no value,limited,considerable,no value,1,0,0,0,0,0,yes,yes,yes,yes,yes,residential,undamaged,no,no,no,2 story brick residential
,shayla,95001526,"December 10, 2021 Tornado Outbreak",2021,Bowling Green,1215 State St Bowling Green KY 42101 US,subEF,36.9159,37.1157,-86.6185,-86.1509,36.990014,-86.445342,1215 State St Bowling Green KY 42101 US,Christ Episcopal Church,,13,yes,religious,1.5,1912,490,isolated,recessed,9.5,5,s,39,12,un,gable,45,masonry_un,3,wall_diaphragm_masonry,3,roof_diaphragm_wood,3,no,3,,single_leaf,,masonry_block_unreinforced,stone,3,un,1,un,1,stone_ot,3,not_applicable,no,33,7,10,10,7,33,10,10,no,,no,,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,2,un,dimensional_lumber,2,standing_seam_metal,3,0,0,un,yes,building_addition,3,wind,undamaged,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,0,0,0,2,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1979,yes,religious,religious,religious,not_applicable,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,considerable,some,considerable,considerable,0,0,0,0,1,0,yes,yes,yes,yes,yes,religious,undamaged,no,no,no,large building addition at some point prior to 1998
,shayla,95001526,"December 10, 2021 Tornado Outbreak",2021,Bowling Green,1237 State St Bowling Green KY 42101 US,subEF,36.9159,37.1157,-86.6185,-86.1509,36.989528,-86.446019,1237 State St Bowling Green KY 42101 US,P.J. Potter House,,19,yes,residential,2,1896,188,isolated,recessed,8.5,2.7,s,20,10.5,un,hip,30,masonry_un,3,wall_diaphragm_masonry,3,roof_diaphragm_wood,3,no,3,,double_leaf,,solid_brick_wythe,stone,3,un,1,un,1,brick,3,un,yes,30,,20,25,,30,20,25,no,,no,,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,2,un,dimensional_lumber,2,asphalt,3,0.3,0,,no,,,wind,undamaged,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,0,0,0,2,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1979,yes,residential,residential,residential,not_applicable,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no value,limited,considerable,no value,1,0,0,0,0,0,yes,yes,yes,yes,yes,residential,undamaged,no,no,no,pretty sure this is residential now
,shayla,95001526,"December 10, 2021 Tornado Outbreak",2021,Bowling Green,1253 State St Bowling Green KY 42101 US,subEF,36.9159,37.1157,-86.6185,-86.1509,36.989369,-86.446411,1253 State St Bowling Green KY 42101 US,William Loving House,,19,yes,residential,2,1880,307,isolated,recessed,7.4,2.7,s,19.5,15,un,complex,30,masonry_un,3,wall_diaphragm_masonry,3,roof_diaphragm_wood,3,no,3,,double_leaf,,solid_brick_wythe,stone,3,un,1,un,1,brick,3,un,yes,40,,,15,,40,,15,no,,no,,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,2,un,dimensional_lumber,2,standing_seam_metal,2,0.3,0,,no,,,wind,undamaged,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,0,0,0,2,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1979,yes,residential,residential,residential,not_applicable,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no value,limited,considerable,no value,1,0,0,0,0,0,yes,yes,yes,yes,yes,residential,undamaged,no,no,no,
,shayla,95001526,"December 10, 2021 Tornado Outbreak",2021,Bowling Green,1261 State St Bowling Green KY 42101 US,subEF,36.9159,37.1157,-86.6185,-86.1509,36.989197,-86.44665,1261 State St Bowling Green KY 42101 US,Dr. E.T. Barr House,,19,yes,residential,2.5,1885,280,isolated,recessed,9.5,3,s,24,14.5,un,complex,45,masonry_un,3,wall_diaphragm_masonry,3,roof_diaphragm_wood,3,no,3,,double_leaf,,solid_brick_wythe,stone,3,un,1,un,1,brick,3,wood,yes,40,,7,,,40,7,,no,,no,,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,2,un,dimensional_lumber,2,asphalt,2,0.3,0,,no,,,wind,undamaged,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,0,0,0,2,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1979,yes,residential,residential,residential,not_applicable,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no value,limited,exceptional,no value,1,0,0,0,0,0,yes,yes,yes,yes,yes,residential,undamaged,no,no,no,
,shayla,95001526,"December 10, 2021 Tornado Outbreak",2021,Bowling Green,1267 State St Bowling Green KY 42101 US,subEF,36.9159,37.1157,-86.6185,-86.1509,36.989067,-86.446806,1267 State St Bowling Green KY 42101 US,J.W. Potter House,,19,yes,residential,2,1896,222,isolated,recessed,6,2.7,s,19,12,un,hip,30,masonry_un,3,wall_diaphragm_masonry,3,roof_diaphragm_wood,3,no,3,,double_leaf,,solid_brick_wythe,stone,3,un,1,un,1,brick,3,un,yes,25,10,,25,10,25,,25,no,,no,,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,2,un,dimensional_lumber,2,standing_seam_metal,3,0.3,0,,no,,,wind,undamaged,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,0,0,0,2,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1979,yes,residential,residential,residential,not_applicable,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no value,limited,considerable,no value,1,0,0,0,0,0,yes,yes,yes,yes,yes,residential,undamaged,no,no,no,unable to see most of the sides (assuming no damage again)
,shayla,95001526,"December 10, 2021 Tornado Outbreak",2021,Bowling Green,1303 State St Bowling Green KY 42101 US,subEF,36.9159,37.1157,-86.6185,-86.1509,36.988819,-86.447133,1303 State St Bowling Green KY 42101 US,Williams House,,4,yes,residential,2.5,1900,290,isolated,recessed,9.5,2.8,s,28,9.5,un,complex,45,wooden_light_frame,3,wall_diaphragm_wood,3,roof_diaphragm_wood,3,no,3,,not_applicable,,wood_frame,stone,3,un,1,un,1,un,1,wood,yes,35,,10,20,,35,10,20,no,,no,,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,yes,no,no,no,yes,no,wooden_rafters,2,un,un,1,asphalt,3,0.3,0,,un,,,wind,undamaged,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,0,0,0,2,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1979,yes,residential,residential,residential,not_applicable,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,limited,limited,exceptional,no value,1,0,0,0,0,0,yes,yes,yes,yes,yes,residential,undamaged,no,no,no,very complex roof shape (common among many of these buildings)
