town,tornado_EF,tornado_start_lat,tornado_end_lat,tornado_start_long,tornado_end_long,latitude,longitude,archetype,located_in_historic_district,occupany_u,number_stories,year_built_u,building_area_m2,building_urban_setting,building_position_on_street,buidling_height_m,first_floor_elevation_m,front_elevation_orientation,wall_length_side,wall_length_front,wall_thickness,roof_shape_u,roof_slope_u,construction_type_u,mwfrs_u_wall,mwfrs_u_roof,mwfrs_u_moment_frame,masonry_leaves,structural_wall_system_u,foundation_type_u,wall_anchorage_type_u,wall_substrate_u,wall_cladding_u,soffit_type_u,soffit_present_u,wall_fenesteration_per_front,wall_fenesteration_per_back,wall_fenesteration_per_right,wall_fenesteration_per_left,wall_fenestration_per_n,wall_fenestration_per_s,wall_fenestration_per_e,wall_fenestration_per_w,wall_fenesteration_protection_front,wall_fenesteration_protection_back,wall_fenesteration_protection_right,wall_fenesteration_protection_left,fenestration_protection_type_front,fenestration_protection_type_back,fenestration_protection_type_right,fenestration_protection_type_left,large_door_present_front,large_door_present_back,large_door_present_right,large_door_present_left,door_present_n,door_present_s,door_present_e,door_present_w,roof_system_u,r2wall_attachment_u,roof_substrate_type_u,roof_cover_u,repla,overhang_length_u,parapet_height_m,retrofit_year_u,retrofit_present_u,retrofit_type_u,hazards_present_u,foundation_failure_u,foundatio_failure_per_u,risk_category_16,building_low_rise,r2wall_attachment_o,foundation_failure_o,national_register_listing_year,buidling_use_before_tornado,buidling_use_after_tornado,buidling_use_plan_after_tornado,single_unit,multiple_unit,sub_national_heritage _list,property_of_local_significance,const_material_h_stone,const_material_h_brick,const_material_h_wood,const_material_h_mud,const_material_h_rf_masonry,const_material_h_rglr_stone,const_material_h_rf_conc,const_material_h_ir_stone,const_material_h_othr,const_material_v_stone,const_material_v_brick,const_material_v_wood,const_material_v_mud,const_material_v_rf_masonry,const_material_v_rglr_stone,const_material_v_rf_conc,const_material_v_ir_stone,const_material_v_othr,parking / storage facility,owner_individual,owner_business,owner_government,owner_ngo,owner_religious ,owner_unknown,building_in_use_during_tornado,building_use_during_tornado
Bowling Green,subEF,36.92,37.12,-86.62,-86.15,37.00131,-86.44711,13.0,no,religious,2.0,1870.0,565.47,isolated,right_on_street,11.0,6.28,w,34.0,18.62,un,gable,30.0,masonry_un,wall_diaphragm_masonry,roof_diaphragm_wood,no,double_leaf,solid_brick_wythe,concrete_un,un,un,brick,not_applicable,no,35.0,5.0,30.0,30.0,30.0,30.0,5.0,35.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,un,un,asphalt,3,0.2,1,1959,yes,building_addition,wind,0.0,0.0,2,yes,un,16.666666666666668,1975,religious,religious,religious,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,yes,religious
Bowling Green,subEF,36.92,37.12,-86.62,-86.15,36.99285,-86.44442,19.0,no,business,4.0,1962.0,435.0,isolated,right_on_street,9.7,3.5,w,15.0,26.0,un,flat,0.0,steel_frame,wall_diaphragm_steel,roof_diaphragm_steel,un,single_leaf,steel_frame,concrete_un,un,wooden_sheathing_cont,brick,not_applicable,no,70.0,40.0,35.0,35.0,40.0,35.0,35.0,70.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,steel,un,concrete_slab,un,1,0,0,un,no,un,wind,0.0,0.0,3,yes,un,16.666666666666668,2009,business,business,business,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,yes,business
Bowling Green,subEF,36.92,37.12,-86.62,-86.15,36.992489,-86.442892,14.0,no,business,3.0,1868.0,925.0,isolated,recessed,11.7,4.8,e,40.0,23.5,un,complex,30.0,masonry_un,wall_diaphragm_masonry,roof_diaphragm_wood,no,double_leaf,solid_brick_wythe,concrete_un,un,un,brick,wood,yes,35.0,35.0,40.0,40.0,40.0,40.0,35.0,35.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,un,un,un,asphalt,1,0,0,un,no,un,wind,0.0,0.0,3,yes,un,16.666666666666668,1977,business,business,business,1,0,0,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,yes,business
Bowling Green,subEF,36.92,37.12,-86.62,-86.15,36.989592,-86.443317,19.0,no,residential,3.0,1912.0,450.0,isolated,recessed,10.6,3.0,s,21.5,24.5,un,hip,30.0,masonry_un,wall_diaphragm_masonry,un,un,single_leaf,solid_brick_wythe,stone,un,un,brick,un,yes,50.0,19.49742268041237,10.0,10.0,22.19406392694064,50.0,10.0,10.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,un,un,un,asphalt,3,1,0,un,yes,building_addition,wind,0.0,0.0,3,yes,un,16.666666666666668,1984,residential,residential,residential,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,yes,residential
Bowling Green,subEF,36.92,37.12,-86.62,-86.15,36.991825,-86.442442,19.0,no,business,2.0,1896.0,135.0,row_middle,right_on_street,6.4,3.0,s,11.5,11.5,un,flat,0.0,masonry_un,wall_diaphragm_masonry,un,un,double_leaf,solid_brick_wythe,un,un,un,stone_ot,not_applicable,no,50.0,19.49742268041237,10.0,5.0,22.19406392694064,50.0,10.0,5.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,steel,un,concrete_slab,un,1,0,0.5,un,no,un,wind,0.0,0.0,2,yes,un,16.666666666666668,2015,business,business,business,1,0,0,1,1,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,yes,business
Bowling Green,subEF,36.92,37.12,-86.62,-86.15,36.993692,-86.439453,19.0,no,assembly,2.0,1828.0,80.0,row_end,right_on_street,7.4,3.0,s,6.0,13.5,0.3,gable,30.0,masonry_un,wall_diaphragm_masonry,roof_diaphragm_wood,no,single_leaf,solid_brick_wythe,stone,un,un,brick,wood,yes,30.0,19.49742268041237,3.0,0.0,22.19406392694064,30.0,3.0,0.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,un,dimensional_lumber,standing_seam_metal,3,0.3,0,un,yes,building_addition,wind,0.0,0.0,2,yes,un,16.666666666666668,1972,assembly,assembly,assembly,1,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,yes,assembly
Bowling Green,subEF,36.92,37.12,-86.62,-86.15,36.995072,-86.439394,13.0,no,religious,1.0,1845.0,350.0,isolated,recessed,5.5,4.5,n,26.5,12.5,un,gable,30.0,masonry_un,wall_diaphragm_masonry,roof_diaphragm_wood,no,single_leaf,solid_brick_wythe,stone,un,un,brick,un,yes,20.0,5.0,15.0,15.0,20.0,5.0,15.0,15.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,un,un,un,asphalt,3,0.3,0,un,yes,building_addition,wind,0.0,0.0,2,yes,un,16.666666666666668,1979,religious,religious,religious,1,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,yes,religious
Bowling Green,subEF,36.92,37.12,-86.62,-86.15,36.995511,-86.438803,6.0,no,museum,1.0,1921.0,40.0,isolated,recessed,3.6,3.0,w,5.5,6.0,0.22,hip,30.0,masonry_un,wall_diaphragm_masonry,un,no,single_leaf,solid_brick_wythe,masonry_un,un,wooden_panels,brick,un,yes,70.0,30.0,20.0,35.0,35.0,20.0,30.0,70.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,un,un,un,standing_seam_metal,3,0.5,0,un,no,un,wind,0.0,0.0,1,yes,un,16.666666666666668,2010,museum,museum,museum,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,yes,museum
Bowling Green,subEF,36.92,37.12,-86.62,-86.15,37.000158,-86.43825,19.0,no,museum,2.0,1923.0,1030.0,isolated,recessed,9.5,3.5,s,14.0,75.0,un,gable,45.0,masonry_un,wall_diaphragm_masonry,un,un,single_leaf,un,un,un,un,stone,not_applicable,no,35.0,50.0,20.0,20.0,50.0,35.0,20.0,20.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,un,un,un,tiles_clay,3,0.5,0,un,no,un,wind,0.0,0.0,3,yes,un,16.666666666666668,1979,museum,museum,museum,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,yes,museum
Bowling Green,subEF,36.92,37.12,-86.62,-86.15,36.992492,-86.438419,5.0,no,"business, residential",2.0,1850.0,290.0,isolated,recessed,6.8,2.8,n,21.5,15.0,0.22,gable,30.0,masonry_un,wall_diaphragm_masonry,roof_diaphragm_wood,no,not_applicable,solid_brick_wythe,stone,un,wooden_sheathing_cont,vinyl_panel,un,yes,40.0,10.0,5.0,5.0,40.0,10.0,5.0,5.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,un,un,dimensional_lumber,asphalt,3,0.15,0,un,no,un,wind,0.0,0.0,2,yes,un,16.666666666666668,1979,"business, residential","business, residential","business, residential",0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,yes,"business, residential"
Bowling Green,subEF,36.92,37.12,-86.62,-86.15,36.995694,-86.435581,19.0,no,educational,2.5,1875.0,275.0,isolated,recessed,11.7,4.0,n,29.0,11.5,un,complex,30.0,masonry_un,wall_diaphragm_masonry,roof_diaphragm_wood,no,un,solid_brick_wythe,stone,un,un,brick,wood,yes,50.0,19.49742268041237,10.0,5.0,50.0,21.286956521739132,5.0,10.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,un,dimensional_lumber,asphalt,3,0.35,0,un,yes,building_addition,wind,0.0,0.0,2,yes,un,16.666666666666668,1978,educational,educational,educational,1,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,yes,educational
Bowling Green,subEF,36.92,37.12,-86.62,-86.15,36.996878,-86.433831,13.0,no,religious,1.5,1898.0,1300.0,isolated,right_on_street,10.6,6.0,w,40.0,44.0,un,complex,45.0,masonry_un,wall_diaphragm_masonry,roof_diaphragm_wood,no,un,solid_brick_wythe,stone,un,un,brick,not_applicable,no,10.0,5.0,10.0,10.0,10.0,10.0,5.0,10.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,un,un,un,standing_seam_metal,3,0,0,un,no,un,wind,0.0,0.0,3,yes,un,16.666666666666668,1979,religious,religious,religious,1,0,0,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,yes,religious
Bowling Green,3,36.92,37.12,-86.62,-86.15,36.980914,-86.433144,6.0,no,residential,1.5,1933.0,118.0,isolated,recessed,6.4,3.0,s,11.5,11.5,un,gable,60.0,masonry_un,wall_diaphragm_masonry,roof_diaphragm_wood,no,single_leaf,solid_brick_wythe,stone,un,un,brick,not_applicable,no,40.0,60.0,40.0,20.0,60.0,40.0,40.0,20.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,un,dimensional_lumber,asphalt,3,0.15,0,un,no,un,wind,0.0,0.0,2,yes,un,16.666666666666668,2017,residential,residential,residential,1,0,0,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,yes,residential
Bowling Green,3,36.92,37.12,-86.62,-86.15,36.9806,-86.432186,5.0,no,residential,1.5,1939.0,140.0,isolated,recessed,6.4,2.8,n,9.5,14.0,0.22,gable,45.0,wooden_light_frame,wall_diaphragm_wood,roof_diaphragm_wood,no,not_applicable,wood_frame,un,un,un,stone_ot,un,yes,30.0,19.49742268041237,20.0,60.0,30.0,21.286956521739132,60.0,20.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,un,un,asphalt,3,0.33,0,un,no,un,wind,0.0,0.0,2,yes,un,16.666666666666668,2015,residential,residential,residential,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,yes,residential
Bowling Green,3,36.92,37.12,-86.62,-86.15,36.981558,-86.429328,6.0,no,residential,1.0,1938.0,150.0,isolated,recessed,5.3,3.0,n,11.5,13.5,0.3,gable,45.0,masonry_un,wall_diaphragm_masonry,roof_diaphragm_wood,no,single_leaf,masonry_block_unreinforced,stone,un,wooden_sheathing_cont,stone,vinyl,yes,60.0,25.0,5.0,5.0,60.0,25.0,5.0,5.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,yes,no,no,no,yes,no,no,no,wooden_rafters,un,un,asphalt,3,0,0,un,un,un,wind,0.0,0.0,2,yes,un,16.666666666666668,2015,residential,residential,residential,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,yes,residential
Bowling Green,subEF,36.92,37.12,-86.62,-86.15,36.988708,-86.412942,19.0,no,residential,2.0,1856.0,400.0,isolated,recessed,9.5,3.5,n,28.0,18.0,un,gable,30.0,masonry_un,wall_diaphragm_masonry,roof_diaphragm_wood,no,single_leaf,solid_brick_wythe,un,un,un,brick,un,yes,30.0,5.0,20.0,10.0,30.0,5.0,10.0,20.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,un,dimensional_lumber,asphalt,3,0.33,0,un,yes,building_addition,wind,0.0,0.0,2,yes,un,16.666666666666668,1979,residential,residential,residential,1,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,yes,residential
Plum Springs,subEF,36.92,37.12,-86.62,-86.15,37.014756,-86.379508,19.0,no,residential,2.0,1810.0,180.0,isolated,recessed,5.3,2.7,n,16.0,18.5,un,gable,45.0,masonry_un,wall_diaphragm_masonry,roof_diaphragm_wood,no,un,solid_brick_wythe,un,un,un,brick,not_applicable,no,20.0,19.49742268041237,15.592827004219409,10.0,20.0,21.286956521739132,10.0,18.67234042553191,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,un,un,un,asphalt,3,0.15,0,un,yes,building_addition,wind,0.0,0.0,2,yes,un,16.666666666666668,1979,residential,residential,residential,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,yes,residential
Bowling Green,subEF,36.92,37.12,-86.62,-86.15,37.038153,-86.343703,13.0,no,religious,1.5,1880.0,481.0,isolated,recessed,7.0,3.0,w,28.0,20.0,un,gable,45.0,un,wall_diaphragm_wood,roof_diaphragm_wood,no,not_applicable,wood_frame,masonry_stem_wall,un,un,vinyl_panel,vinyl,yes,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,un,un,asphalt,3,0.33,0,un,yes,building_addition,wind,0.0,0.0,2,yes,un,16.666666666666668,1979,religious,religious,religious,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,yes,religious
Oakland,subEF,36.92,37.12,-86.62,-86.15,37.059153,-86.296292,19.0,no,residential,2.0,1841.0,443.0,isolated,recessed,6.8,2.8,s,30.0,19.5,un,hip,30.0,masonry_un,wall_diaphragm_masonry,roof_diaphragm_wood,no,single_leaf,solid_brick_wythe,stone,un,un,brick,un,yes,40.0,19.49742268041237,20.0,15.564935064935066,22.19406392694064,40.0,20.0,18.67234042553191,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,yes,no,no,no,yes,no,un,un,un,corrugated_metal,3,0.33,0,un,yes,building_addition,wind,0.0,0.0,2,yes,un,16.666666666666668,1976,residential,residential,residential,1,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,yes,residential
Oakland,subEF,36.92,37.12,-86.62,-86.15,37.055944,-86.263756,19.0,no,residential,2.0,1824.0,165.0,isolated,recessed,6.4,2.8,n,13.5,15.0,un,gable,30.0,masonry_un,wall_diaphragm_masonry,roof_diaphragm_wood,no,single_leaf,solid_brick_wythe,un,un,un,brick,un,yes,40.0,20.0,10.0,10.0,40.0,20.0,10.0,10.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,un,un,standing_seam_metal,3,0.33,0,un,no,un,wind,0.0,0.0,2,yes,un,16.666666666666668,1979,residential,residential,residential,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,yes,residential
Oakland,3,36.92,37.12,-86.62,-86.15,37.069931,-86.269941,19.0,no,unknown,2.0,1820.0,160.0,isolated,recessed,7.4,2.7,s,17.0,12.5,un,gable,45.0,masonry_un,wall_diaphragm_masonry,roof_diaphragm_wood,no,single_leaf,solid_brick_wythe,un,un,un,brick,not_applicable,no,15.0,19.49742268041237,5.0,0.0,22.19406392694064,15.0,5.0,0.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,un,un,asphalt,3,0,0,un,no,un,"wind, tree_fall",0.0,0.0,2,yes,un,16.666666666666668,1979,unknown,unknown,unknown,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,yes,unknown
Smiths Grove,subEF,36.92,37.12,-86.62,-86.15,37.080642,-86.232586,19.0,no,residential,2.0,1860.0,237.0,isolated,recessed,6.8,2.8,n,22.0,16.0,un,gable,30.0,masonry_un,wall_diaphragm_masonry,roof_diaphragm_wood,no,single_leaf,solid_brick_wythe,un,un,un,brick,un,yes,40.0,19.49742268041237,7.0,15.564935064935066,40.0,21.286956521739132,18.54185022026432,7.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,un,un,standing_seam_metal,2,0.25,0,un,no,un,wind,0.0,0.0,2,yes,un,16.666666666666668,1979,residential,residential,residential,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,yes,residential
Smiths Grove,subEF,36.92,37.12,-86.62,-86.15,37.07965,-86.22775,19.0,no,residential,2.0,1870.0,190.0,isolated,recessed,7.4,3.0,n,16.5,17.33,un,gable,45.0,masonry_un,wall_diaphragm_masonry,roof_diaphragm_wood,no,single_leaf,solid_brick_wythe,stone,un,un,brick,not_applicable,no,29.365079365079364,5.0,15.0,15.564935064935066,22.19406392694064,5.0,18.54185022026432,15.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,un,un,corrugated_metal,2,0,0,un,no,un,wind,0.0,0.0,2,yes,un,16.666666666666668,1979,residential,residential,residential,1,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,yes,residential
Brownsville,1,36.92,37.12,-86.62,-86.15,37.094572,-86.209281,19.0,no,residential,2.0,1830.0,280.0,isolated,recessed,7.4,3.0,s,18.5,18.5,un,gable,45.0,masonry_un,wall_diaphragm_masonry,roof_diaphragm_wood,no,single_leaf,solid_brick_wythe,un,un,un,brick,not_applicable,no,20.0,15.0,15.0,20.0,15.0,20.0,15.0,20.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,un,un,standing_seam_metal,3,0.15,0,1920,yes,building_addition,"wind, tree_fall",0.0,0.0,2,yes,un,16.666666666666668,1980,residential,residential,residential,1,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,yes,residential
Park City,2,37.07,37.22,-86.09,-85.86,37.092075,-86.048231,19.0,no,residential,2.0,1903.0,600.0,isolated,recessed,7.4,3.0,n,23.5,30.0,un,complex,30.0,masonry_un,wall_diaphragm_masonry,roof_diaphragm_wood,no,single_leaf,solid_brick_wythe,un,un,un,brick,wood,yes,50.0,40.0,40.0,40.0,50.0,40.0,40.0,40.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,un,un,standing_seam_metal,3,0.33,0,un,yes,building_addition,wind,0.0,0.0,2,yes,un,16.666666666666668,1983,residential,residential,residential,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,yes,residential
Cave City,2,37.07,37.22,-86.09,-85.86,37.138272,-85.961936,5.0,no,residential,2.0,1855.0,237.0,isolated,recessed,7.0,3.0,n,13.5,19.0,0.22,gable,30.0,wooden_light_frame,wall_diaphragm_wood,roof_diaphragm_wood,no,not_applicable,wood_frame,concrete_un,un,un,weatherboard,wood,yes,30.0,15.0,15.0,15.0,30.0,15.0,15.0,15.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,un,un,un,1,0.15,0,"1855, 1890",yes,building_addition,wind,0.0,0.0,2,yes,un,16.666666666666668,1983,residential,residential,residential,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,yes,residential
Donansburg,subEF,37.22,37.34,-85.93,-85.52,37.274275,-85.640208,19.0,no,residential,2.0,1839.0,215.0,isolated,recessed,7.4,3.0,s,19.5,9.5,un,gable,45.0,masonry_un,wall_diaphragm_masonry,roof_diaphragm_wood,no,single_leaf,solid_brick_wythe,stone,un,un,brick,not_applicable,no,50.0,19.49742268041237,15.592827004219409,15.564935064935066,22.19406392694064,50.0,18.54185022026432,18.67234042553191,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,un,dimensional_lumber,standing_seam_metal,2,0,0,un,yes,building_addition,wind,0.0,0.0,2,yes,un,16.666666666666668,1984,residential,residential,residential,1,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,yes,residential
Summersville,subEF,37.22,37.34,-85.93,-85.52,37.322358,-85.504819,6.0,no,residential,1.0,1825.0,240.0,isolated,recessed,5.3,3.2,n,22.0,18.0,un,gable,45.0,masonry_un,wall_diaphragm_masonry,roof_diaphragm_wood,no,single_leaf,solid_brick_wythe,masonry_un,un,un,brick,wood,no,10.0,19.49742268041237,20.0,15.564935064935066,10.0,21.286956521739132,20.0,18.67234042553191,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,un,dimensional_lumber,asphalt,3,0.33,0,un,no,un,wind,0.0,0.0,2,yes,un,16.666666666666668,1984,residential,residential,residential,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,yes,residential
Danville,subEF,37.65,37.68,-84.79,-84.74,37.656442,-84.820889,19.0,no,residential,2.0,1940.0,185.0,isolated,recessed,8.5,3.0,n,16.5,18.0,un,gable,45.0,masonry_un,wall_diaphragm_masonry,roof_diaphragm_wood,no,single_leaf,solid_brick_wythe,masonry_un,un,un,brick,un,yes,20.0,15.0,15.0,15.0,20.0,15.0,15.0,15.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,un,dimensional_lumber,clay_tiles,3,0.33,0,un,no,un,wind,0.0,0.0,2,yes,un,16.666666666666668,1997,residential,residential,residential,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,yes,residential
Danville,subEF,37.65,37.68,-84.79,-84.74,37.628839,-84.81075,19.0,no,residential,2.0,1924.0,310.0,isolated,recessed,10.6,3.0,s,19.0,16.0,un,complex,30.0,masonry_un,wall_diaphragm_masonry,roof_diaphragm_wood,no,single_leaf,solid_brick_wythe,stone,un,un,brick,un,yes,30.0,40.0,25.0,25.0,40.0,30.0,25.0,25.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,un,un,clay_tiles,3,0.3,0,un,no,un,wind,0.0,0.0,2,yes,un,16.666666666666668,1999,residential,residential,residential,1,0,0,1,1,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,yes,residential
Danville,subEF,37.65,37.68,-84.79,-84.74,37.624278,-84.768383,19.0,no,residential,2.0,1800.0,260.0,isolated,recessed,7.4,2.8,w,12.0,20.5,un,gable,30.0,masonry_un,wall_diaphragm_masonry,roof_diaphragm_wood,no,single_leaf,solid_brick_wythe,masonry_un,un,un,brick,not_applicable,no,40.0,30.0,2.5,2.5,2.5,2.5,30.0,40.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,un,un,asphalt,3,0,0,un,no,un,wind,0.0,0.0,2,yes,un,16.666666666666668,1976,residential,residential,residential,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,yes,residential
Danville,subEF,37.65,37.68,-84.79,-84.74,37.645661,-84.781483,19.0,no,educational,2.0,1819.0,640.0,isolated,recessed,9.6,3.2,e,14.5,44.0,un,gable,30.0,masonry_un,wall_diaphragm_masonry,un,no,single_leaf,solid_brick_wythe,stone,un,un,brick,wood,yes,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,un,un,un,standing_seam_metal,2,0.33,0,un,no,un,wind,0.0,0.0,2,yes,un,16.666666666666668,1972,educational,educational,educational,1,0,0,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,yes,educational
Danville,subEF,37.65,37.68,-84.79,-84.74,37.644453,-84.779272,19.0,no,educational,2.0,1913.0,530.0,isolated,recessed,8.5,3.0,w,21.5,29.0,un,hip,30.0,masonry_un,wall_diaphragm_masonry,un,no,single_leaf,solid_brick_wythe,stone,un,un,brick,wood,yes,70.0,70.0,20.0,30.0,30.0,20.0,70.0,70.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,un,un,un,clay_tiles,3,1,0,un,no,un,wind,0.0,0.0,2,yes,un,16.666666666666668,1986,educational,educational,educational,1,0,0,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,yes,educational
